City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Hambantota,LK,6.1241,81.1185,299.0,82,98,7.71,overcast clouds
344,Ahipara,NZ,-35.1667,173.1667,286.17,72,42,5.18,scattered clouds
345,Tshikapa,CD,-6.4167,20.8,297.09,49,0,0.48,clear sky
346,Mogadishu,SO,2.0371,45.3438,297.39,83,100,7.3,overcast clouds
347,Luderitz,NA,-26.6481,15.1594,287.52,54,0,6.3,clear sky
348,Vestmannaeyjar,IS,63.4427,-20.2734,285.74,90,100,8.22,overcast clouds
349,Umba,RU,66.6871,34.3429,284.88,98,86,3.26,overcast clouds
350,Sarab,IR,38.6066,44.9883,297.42,37,0,0.99,clear sky
351,Ojinaga,MX,29.5667,-104.4167,307.68,31,1,6.69,clear sky
352,Pingdu,CN,36.7844,119.9464,300.84,77,4,2.16,light rain
353,Willmar,US,45.1219,-95.0433,302.97,64,1,6.69,clear sky
354,Havoysund,NO,70.9963,24.6622,289.64,73,100,4.89,overcast clouds
355,Ngunguru,NZ,-35.6167,174.5,288.8,49,6,4.29,clear sky
356,Gonzales,US,30.2385,-90.9201,303.14,82,1,0.0,clear sky
357,Le Port,RE,-20.9373,55.2919,293.15,83,8,1.28,clear sky
358,Zhezkazgan,KZ,47.8043,67.7144,292.91,63,8,4.05,clear sky
359,Katsuura,JP,35.1333,140.3,303.21,74,2,15.73,clear sky
360,Kathu,TH,7.9178,98.3332,299.05,81,96,4.81,overcast clouds
361,Aseri,EE,59.4506,26.8675,287.24,90,24,3.88,few clouds
362,Buritis,BR,-15.6178,-46.4233,296.26,41,88,1.99,overcast clouds
363,Formosa Do Rio Preto,BR,-11.0483,-45.1931,295.61,40,1,1.48,clear sky
364,Coquimbo,CL,-29.9533,-71.3436,285.0,87,0,4.12,clear sky
365,Tabuk,PH,17.4189,121.4443,298.75,88,100,0.37,overcast clouds
366,Shimoda,JP,34.6667,138.95,302.21,77,5,12.15,clear sky
367,Svetlaya,RU,46.5389,138.3297,287.74,86,100,9.81,overcast clouds
368,Presidente Epitacio,BR,-21.7633,-52.1156,297.76,30,91,2.5,overcast clouds
369,Prince Rupert,CA,54.3161,-130.3201,288.2,91,90,1.54,light rain
370,Raga,SS,8.4596,25.678,293.71,96,98,1.69,overcast clouds
371,Kizukuri,JP,40.8061,140.3861,294.62,97,100,7.04,overcast clouds
372,Tura,IN,25.5198,90.2201,296.61,98,94,2.78,moderate rain
373,Lantawan,PH,10.6167,123.9833,296.98,90,100,0.86,moderate rain
374,Zadonsk,RU,52.3904,38.9261,295.23,63,100,2.34,overcast clouds
375,Ust-Omchug,RU,61.15,149.6333,291.0,46,27,0.76,scattered clouds
376,Yanji,CN,42.9075,129.5078,293.55,75,95,0.99,overcast clouds
377,Saint-Francois,FR,46.4154,3.9054,288.81,98,0,1.54,clear sky
378,Biak,ID,-0.9131,122.8766,298.9,78,39,2.76,scattered clouds
379,Verkh-Usugli,RU,52.7,115.1667,287.86,98,100,0.89,light rain
380,Anito,PH,12.4497,125.2886,297.32,96,100,2.96,moderate rain
381,Aksehir,TR,38.3575,31.4164,291.63,55,0,2.5,clear sky
382,Rudbar,AF,30.15,62.6,302.44,17,0,4.2,clear sky
383,Hirara,JP,24.8,125.2833,301.3,89,40,6.17,scattered clouds
384,Chateaubelair,VC,13.2833,-61.25,299.49,83,75,4.12,broken clouds
385,Aden,YE,12.7794,45.0367,301.2,86,83,7.57,broken clouds
386,Kontagora,NG,10.3999,5.4695,294.75,97,76,1.44,light rain
387,Karratha,AU,-20.7377,116.8463,294.35,76,40,4.43,scattered clouds
388,Naze,JP,28.3667,129.4833,298.66,77,13,4.2,few clouds
389,Northam,GB,51.0333,-4.2167,289.07,94,6,4.57,clear sky
390,Atar,MR,20.5169,-13.0499,305.57,20,15,6.21,few clouds
391,Minuri,PH,16.535,121.8574,298.93,89,100,0.38,light rain
392,La Ronge,CA,55.1001,-105.2842,295.27,49,20,4.12,few clouds
393,Ituiutaba,BR,-18.9689,-49.465,295.46,33,79,1.59,broken clouds
394,Sitka,US,57.0531,-135.33,288.09,82,90,6.17,moderate rain
395,Zhigansk,RU,66.7697,123.3711,293.13,35,36,7.12,scattered clouds
396,Hovd,MN,48.0056,91.6419,292.21,42,10,1.01,clear sky
397,Vila Do Maio,CV,15.1333,-23.2167,298.59,81,76,5.63,broken clouds
398,Khandyga,RU,62.6667,135.6,298.07,41,16,1.18,few clouds
399,Staryy Nadym,RU,65.6118,72.6842,282.1,75,97,5.61,overcast clouds
400,Katherine,AU,-14.4667,132.2667,295.33,64,4,2.57,clear sky
401,Mantua,IT,45.1667,10.7833,296.58,72,13,0.89,few clouds
402,Shubarkuduk,KZ,49.1447,56.4872,295.11,46,57,2.7,broken clouds
403,Te Anau,NZ,-45.4167,167.7167,279.86,95,97,1.84,overcast clouds
404,Mayo,US,38.8876,-76.5119,303.17,89,75,0.89,light rain
405,Padang,ID,-0.9492,100.3543,297.54,94,100,1.47,moderate rain
406,Santa Fe,AR,-31.6333,-60.7,279.98,79,100,4.89,overcast clouds
407,Marfino,RU,55.7028,37.3822,295.29,83,0,2.0,clear sky
408,Kruisfontein,ZA,-34.0033,24.7314,283.09,67,86,3.88,overcast clouds
409,Kenai,US,60.5544,-151.2583,288.72,74,90,2.57,overcast clouds
410,Deputatskiy,RU,69.3,139.9,294.93,37,34,1.03,scattered clouds
411,Akyab,MM,20.15,92.9,300.18,87,95,1.56,overcast clouds
412,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,298.0,58,80,3.23,broken clouds
413,Port Macquarie,AU,-31.4333,152.9167,287.13,56,79,4.2,broken clouds
414,Kuytun,RU,54.3419,101.5036,288.13,52,71,2.03,broken clouds
415,Mancora,PE,-4.1078,-81.0475,292.47,63,12,7.16,few clouds
416,Balaipungut,ID,1.05,101.2833,296.94,97,85,0.61,overcast clouds
417,Hualmay,PE,-11.0964,-77.6139,290.34,81,25,4.83,scattered clouds
418,Paciran,ID,-6.8767,112.3761,298.55,83,34,2.62,scattered clouds
419,Sahuaripa,MX,29.05,-109.2333,306.7,49,47,2.52,scattered clouds
420,Birjand,IR,32.8663,59.2211,290.41,16,0,2.06,clear sky
421,Necochea,AR,-38.5473,-58.7368,277.61,69,100,3.4,overcast clouds
422,Ayorou,NE,14.7308,0.9174,301.43,63,32,5.75,scattered clouds
423,Yantal,RU,56.8471,105.2542,290.1,52,62,1.16,broken clouds
424,Los Llanos De Aridane,ES,28.6585,-17.9182,292.01,89,0,2.06,clear sky
425,Lasa,IT,46.6166,10.7002,289.64,77,63,1.06,broken clouds
426,Nouadhibou,MR,20.931,-17.0347,295.14,73,0,8.75,clear sky
427,Christchurch,NZ,-43.5333,172.6333,286.48,51,18,0.45,few clouds
428,San Patricio,US,28.017,-97.5169,307.2,59,6,7.84,clear sky
429,La Palma,US,33.8464,-118.0467,312.46,56,20,3.6,few clouds
430,Sylva,RU,58.0348,56.7635,285.8,97,99,1.2,overcast clouds
431,Radcliff,US,37.8404,-85.9491,299.86,80,20,1.34,few clouds
432,Oranjemund,NA,-28.55,16.4333,284.81,62,0,5.59,clear sky
433,Morant Bay,JM,17.8815,-76.4093,301.85,78,6,4.62,clear sky
434,Male,MV,4.1748,73.5089,302.12,79,75,7.2,broken clouds
435,Kavieng,PG,-2.5744,150.7967,301.98,68,23,4.18,few clouds
436,Milkovo,RU,54.7167,158.6167,289.17,53,63,1.46,broken clouds
437,Belomorsk,RU,64.5232,34.7668,286.91,98,98,2.47,overcast clouds
438,Aklavik,CA,68.2191,-135.0107,280.61,72,100,6.69,overcast clouds
439,Havre-Saint-Pierre,CA,50.2334,-63.5986,290.35,63,75,3.09,broken clouds
440,Waterloo,CA,43.4668,-80.5164,302.5,57,1,3.6,clear sky
441,Klaksvik,FO,62.2266,-6.589,281.66,94,100,3.94,overcast clouds
442,Waddan,LY,29.1614,16.139,300.32,39,0,4.81,clear sky
443,Guigue,VE,10.0853,-67.7792,296.69,90,79,0.5,broken clouds
444,Djenne,ML,13.9061,-4.5533,302.02,63,14,6.06,few clouds
445,Wewak,PG,-3.5534,143.6268,301.01,72,15,2.07,few clouds
446,Emerald,AU,-23.5333,148.1667,292.23,68,90,6.17,overcast clouds
447,Bergen,NO,60.392,5.328,289.86,95,75,4.12,light intensity shower rain
448,Muros,ES,42.7762,-9.0603,290.43,84,0,2.38,clear sky
449,Norfolk,US,42.1668,-71.2495,295.95,92,90,1.54,moderate rain
450,Minab,IR,27.1467,57.0801,305.87,71,46,1.37,scattered clouds
451,Boyuibe,BO,-20.4167,-63.2833,293.1,54,30,5.12,scattered clouds
452,San Cristobal,VE,7.7669,-72.225,298.25,98,30,1.47,scattered clouds
453,Palembang,ID,-2.9167,104.7458,298.2,94,20,0.0,mist
454,Yanam,IN,16.7333,82.2167,300.25,84,99,1.44,overcast clouds
455,Maple Creek,CA,49.9168,-109.4848,293.42,59,63,2.57,broken clouds
456,Sechura,PE,-5.5569,-80.8222,292.6,69,0,7.93,clear sky
457,Pitimbu,BR,-7.4706,-34.8086,297.48,87,10,4.05,clear sky
458,Ketchikan,US,55.3422,-131.6461,290.41,72,90,1.54,overcast clouds
459,Semey,KZ,50.4111,80.2275,289.42,78,83,5.01,broken clouds
460,Ayna,PE,-12.65,-73.9167,299.43,63,9,1.29,clear sky
461,Beringovskiy,RU,63.05,179.3167,281.39,78,81,4.57,broken clouds
462,Thinadhoo,MV,0.5333,72.9333,300.89,73,96,4.82,overcast clouds
463,Umm Lajj,SA,25.0213,37.2685,303.44,69,0,4.09,clear sky
464,Sisimiut,GL,66.9395,-53.6735,281.85,68,100,5.24,overcast clouds
465,Hamilton,US,39.1834,-84.5333,298.28,84,75,0.45,broken clouds
466,Kailua,US,21.4022,-157.7394,304.14,61,40,5.66,scattered clouds
467,Marrakesh,MA,31.6315,-8.0083,296.19,53,0,2.06,clear sky
468,Uvat,RU,59.1433,68.8953,287.41,91,97,2.91,overcast clouds
469,Sharlyk,RU,52.9167,54.75,292.22,47,100,1.35,overcast clouds
470,Krasnovishersk,RU,60.4078,57.082,279.34,97,22,1.61,few clouds
471,Jadu,LY,31.953,12.0261,299.23,34,0,5.84,clear sky
472,Seoul,KR,37.5683,126.9778,300.91,59,40,3.09,scattered clouds
473,Cockburn Town,TC,21.4612,-71.1419,300.13,83,40,3.6,scattered clouds
474,Khor,RU,47.8861,134.9464,290.35,66,40,4.88,scattered clouds
475,Turochak,RU,52.2576,87.1224,290.2,78,71,1.48,broken clouds
476,Marystown,CA,47.1666,-55.1483,285.44,79,0,2.39,clear sky
477,Bairiki,KI,1.3292,172.9752,303.15,66,40,3.09,scattered clouds
478,Anloga,GH,5.7947,0.8973,298.27,89,84,5.16,broken clouds
479,Cayeli,TR,41.0923,40.7292,296.19,91,95,2.82,overcast clouds
480,Svetlogorsk,BY,52.6333,29.7333,289.48,96,79,3.1,broken clouds
481,Chenzhou,CN,25.8,113.0333,300.58,87,100,1.78,overcast clouds
482,Tarragona,ES,41.129,1.249,295.61,75,0,1.54,clear sky
483,Talcahuano,CL,-36.7167,-73.1167,283.97,87,0,3.09,clear sky
484,Thompson,CA,55.7435,-97.8558,290.24,63,75,1.54,broken clouds
485,Plettenberg Bay,ZA,-34.0527,23.3716,283.4,63,49,2.7,scattered clouds
486,Sedhiou,SN,12.7081,-15.5569,301.22,96,92,1.89,overcast clouds
487,Sabang,ID,5.8933,95.3214,300.66,76,98,7.51,overcast clouds
488,Mandurah,AU,-32.55,115.7,285.49,62,97,15.14,light rain
489,Wagar,SD,16.1525,36.2032,298.96,72,21,7.99,few clouds
490,Fortuna,US,40.5982,-124.1573,295.29,73,1,1.34,clear sky
491,Ilulissat,GL,69.2167,-51.1,282.16,46,33,7.2,scattered clouds
492,Dharmavaram,IN,14.4333,77.7167,299.34,72,100,6.25,heavy intensity rain
493,Yopal,CO,5.3378,-72.3959,296.49,91,96,1.21,overcast clouds
494,Batavia,US,41.85,-88.3126,300.47,83,90,0.45,overcast clouds
495,Odesskoye,RU,54.2111,72.9651,287.92,91,1,4.56,clear sky
496,Yabrud,SY,33.9674,36.6574,290.96,61,0,1.11,clear sky
497,Alyangula,AU,-13.8483,136.4192,299.08,61,20,3.6,few clouds
498,Santa Maria,BR,-29.6842,-53.8069,291.76,100,90,2.06,overcast clouds
499,Benguela,AO,-12.5763,13.4055,295.22,80,95,1.48,overcast clouds
500,Tautira,PF,-17.7333,-149.15,302.16,82,55,6.89,light rain
501,Pierre,US,44.3683,-100.351,306.51,63,1,2.68,clear sky
502,Kismayo,SO,-0.3582,42.5454,297.1,80,93,6.95,overcast clouds
503,Tessalit,ML,20.1986,1.0114,306.93,28,45,1.89,scattered clouds
504,Barranca,PE,-10.75,-77.7667,290.01,81,28,4.41,scattered clouds
505,Micheweni,TZ,-4.9667,39.8333,296.17,80,31,3.08,scattered clouds
506,Puerto Baquerizo Moreno,EC,-0.9,-89.6,295.7,78,20,4.12,few clouds
507,Hofn,IS,64.2539,-15.2082,284.13,83,72,1.84,broken clouds
508,Pangkalanbuun,ID,-2.6833,111.6167,298.11,90,40,0.87,light rain
509,Praya,CV,14.9215,-23.5087,298.45,88,20,6.69,few clouds
510,Prokopyevsk,RU,53.9059,86.719,289.8,83,65,2.43,broken clouds
511,Veseloyarsk,RU,51.2836,81.1056,289.02,86,99,4.66,overcast clouds
512,Kushiro,JP,42.975,144.3747,287.68,94,75,9.77,mist
513,Kamaishi,JP,39.2667,141.8833,298.68,95,90,6.42,overcast clouds
514,Tonantins,BR,-2.8731,-67.8022,299.31,77,38,1.11,scattered clouds
515,Luwingu,ZM,-10.2621,29.9271,286.01,51,0,1.11,clear sky
516,Maldonado,UY,-34.6667,-54.9167,282.81,95,100,6.65,overcast clouds
517,Salaga,GH,8.5508,-0.5188,295.49,94,80,2.02,broken clouds
518,Bethanien,NA,-26.502,17.1583,281.17,63,1,2.56,clear sky
519,Barra Do Corda,BR,-5.5,-45.25,300.06,38,31,0.91,scattered clouds
520,Arlit,NE,18.7369,7.3853,304.85,34,100,2.03,overcast clouds
521,Hoi An,VN,15.8794,108.335,301.13,73,100,3.51,overcast clouds
522,Bowen,AU,-20.0167,148.2333,295.27,62,2,6.35,clear sky
523,Penarroya-Pueblonuevo,ES,38.3,-5.2667,298.4,32,10,0.89,clear sky
524,Alice Springs,AU,-23.7,133.8833,283.9,30,0,0.0,clear sky
525,Benjamin Constant,BR,-4.3831,-70.0311,302.22,62,81,0.79,broken clouds
526,Ruwi,OM,23.5996,58.5507,302.98,76,10,2.89,clear sky
527,Georgiyevka,KZ,43.0369,74.7114,292.17,42,20,5.0,few clouds
528,Nioro,GM,13.35,-15.75,298.44,91,94,2.48,overcast clouds
529,Ambatondrazaka,MG,-17.8333,48.4167,285.9,96,3,0.73,clear sky
530,Aykhal,RU,66.0,111.5,288.94,66,88,1.72,overcast clouds
531,Wad Rawah,SD,15.1603,33.1397,300.38,65,89,9.05,overcast clouds
532,Oulu,FI,65.0124,25.4682,288.21,98,0,2.57,clear sky
533,Vrangel,RU,42.7297,133.0839,290.89,85,88,1.51,overcast clouds
534,Gillette,US,44.2911,-105.5022,298.84,31,1,2.68,clear sky
535,Aljezur,PT,37.3191,-8.8033,289.79,88,1,4.09,clear sky
536,Labuan,MY,5.2767,115.2417,297.35,100,40,1.54,light rain
537,Marsa Matruh,EG,31.3525,27.2453,299.26,69,0,3.6,clear sky
538,Poum,NC,-20.2333,164.0167,294.69,60,90,6.68,overcast clouds
539,Bela,IN,25.9333,81.9833,299.95,92,70,2.77,broken clouds
540,Hollister,US,36.8525,-121.4016,307.49,49,1,0.89,clear sky
541,Toora-Khem,RU,52.4675,96.11,286.37,95,20,0.68,few clouds
542,Kastornoye,RU,51.8334,38.1302,296.65,65,100,1.34,overcast clouds
543,Emba,KZ,48.8264,58.1442,294.63,46,46,2.91,scattered clouds
544,Piacabucu,BR,-10.4056,-36.4344,296.06,89,77,4.74,broken clouds
545,Ulladulla,AU,-35.35,150.4667,294.19,44,0,4.12,clear sky
546,Sapernoye,RU,60.7167,29.9505,286.75,95,17,2.14,few clouds
547,Slave Lake,CA,55.2834,-114.769,298.14,44,75,7.2,broken clouds
548,Vyazemskiy,RU,47.5378,134.7525,291.31,66,66,2.92,broken clouds
549,Hastings,GB,50.8552,0.5729,290.32,97,88,6.89,overcast clouds
550,Cayenne,GF,4.9333,-52.3333,300.98,85,0,2.24,clear sky
551,Miyako,JP,39.6367,141.9525,298.69,95,90,2.88,overcast clouds
552,Takoradi,GH,4.8845,-1.7554,297.0,88,45,3.07,scattered clouds
553,Salinas,US,36.6777,-121.6555,305.05,62,1,6.69,clear sky
554,San Vicente,AR,-26.6167,-54.1333,291.4,58,81,1.11,broken clouds
555,Misratah,LY,32.3754,15.0925,300.45,74,0,2.34,clear sky
556,Sobolevo,RU,54.4299,31.8996,291.09,92,96,2.04,overcast clouds
557,Namibe,AO,-15.1961,12.1522,291.46,88,8,2.14,clear sky
558,Maarianhamina,AX,60.0973,19.9348,290.07,94,0,3.6,clear sky
559,Manjeshwar,IN,12.7194,74.8861,298.68,90,84,1.43,light rain
560,Martinsville,US,36.6915,-79.8725,304.05,69,1,0.0,clear sky
561,Cordoba,AR,-31.4135,-64.1811,279.62,45,0,2.06,clear sky
562,Teguldet,RU,57.3064,88.1667,290.32,78,70,1.58,broken clouds
563,Turinskaya Sloboda,RU,57.6232,64.3858,284.31,96,71,3.76,broken clouds
564,Bobo Dioulasso,BF,11.1771,-4.2979,298.4,88,20,1.54,few clouds
565,Cao Bang,VN,22.6667,106.25,299.2,96,100,0.5,overcast clouds
566,Alexandria,EG,31.2156,29.9553,300.13,74,0,3.09,clear sky
567,Elizabeth City,US,36.2946,-76.2511,302.6,72,1,3.09,clear sky
568,Husavik,IS,66.0449,-17.3389,287.1,67,38,1.33,scattered clouds
569,Horodyshche,UA,49.2849,31.4451,292.42,80,1,4.39,clear sky
570,Talara,PE,-4.5772,-81.2719,292.57,82,75,7.72,broken clouds
571,Nizip,TR,37.0097,37.7942,300.22,43,0,4.68,clear sky
572,Badvel,IN,14.75,79.05,300.57,77,100,2.29,overcast clouds
573,Dawei,MM,14.0833,98.2,299.03,91,100,0.41,overcast clouds
574,Aranos,NA,-24.1333,19.1167,280.28,70,35,4.78,scattered clouds
575,Kingsport,US,36.5484,-82.5618,302.74,67,100,0.45,overcast clouds
576,Glens Falls,US,43.3095,-73.644,301.23,76,72,1.48,broken clouds
577,Chicama,PE,-7.8447,-79.1469,290.45,79,3,3.47,clear sky
578,Rabak,SD,13.1809,32.74,295.42,81,98,11.14,overcast clouds
579,Flinders,AU,-34.5833,150.8552,294.29,83,1,0.45,clear sky
580,Sinnamary,GF,5.3833,-52.95,299.03,88,30,5.01,scattered clouds
581,Jinka,ET,5.65,36.65,289.42,81,71,0.54,broken clouds
582,Black Forest,US,39.0131,-104.7008,304.09,17,20,2.06,few clouds
583,Dali,CN,25.7,100.1833,290.74,98,100,0.5,light rain
584,Bridlington,GB,54.0831,-0.1919,288.09,82,26,3.78,scattered clouds
585,Porto Santo,PT,33.072,-16.3415,295.36,78,20,3.09,few clouds
586,Sao Sebastiao,BR,-23.76,-45.4097,292.59,75,9,2.72,clear sky
587,Belyy Yar,RU,53.6039,91.3903,285.09,94,48,1.0,mist
588,Kachiry,KZ,53.0675,76.1036,289.63,96,98,4.05,light rain
589,Jishou,CN,28.3167,109.7167,297.94,93,100,0.63,overcast clouds
590,Bambanglipuro,ID,-7.95,110.2833,298.01,87,87,3.64,overcast clouds
591,Kitimat,CA,54.0524,-128.6534,293.36,97,100,2.04,overcast clouds
592,Srednekolymsk,RU,67.45,153.6833,296.07,36,78,4.79,broken clouds
593,Huarmey,PE,-10.0681,-78.1522,290.87,82,5,5.22,clear sky
594,Pajan,EC,-1.5667,-80.4167,295.64,81,52,2.69,broken clouds
595,Puerto Escondido,MX,15.85,-97.0667,303.61,66,75,4.12,broken clouds
596,Avera,US,33.194,-82.5271,306.08,57,100,2.21,overcast clouds
597,Burns Lake,CA,54.2331,-125.7533,292.83,42,100,6.06,overcast clouds
598,Kijang,KR,35.2442,129.2139,300.0,90,100,2.3,overcast clouds
599,Aksarka,RU,66.5606,67.7975,282.11,85,87,2.87,overcast clouds
600,Wolgast,DE,54.05,13.7667,287.19,91,97,3.33,overcast clouds
601,Kendari,ID,-3.945,122.4989,298.37,86,48,0.71,scattered clouds
602,Ambon,ID,-3.6954,128.1814,298.23,94,40,3.09,light rain
603,Gizo,SB,-8.103,156.8419,301.21,70,21,1.92,few clouds
604,Homer,US,59.6425,-151.5483,288.75,71,90,1.54,light rain
605,Mtwango,TZ,-9.0167,34.8,284.7,64,15,3.74,few clouds
606,Sola,VU,-13.8833,167.55,298.79,74,98,11.95,overcast clouds
607,Monte Escobedo,MX,22.3,-103.5833,293.19,61,63,2.35,broken clouds
608,Kurilsk,RU,45.2333,147.8833,285.94,81,100,6.65,overcast clouds
609,Mangrol,IN,21.1167,70.1167,300.49,77,98,5.24,overcast clouds
610,Koslan,RU,63.4564,48.8989,281.04,94,5,2.18,clear sky
611,Lacdayan,PH,13.6,122.5333,299.71,86,100,1.43,overcast clouds
612,Singaraja,ID,-8.112,115.0882,298.8,75,58,1.48,broken clouds
613,Boguchany,RU,58.3814,97.4531,291.28,75,27,0.95,scattered clouds
614,Honolulu,US,21.3069,-157.8583,304.05,49,40,3.6,scattered clouds
615,Rocha,UY,-34.4833,-54.3333,283.56,94,100,5.98,overcast clouds
616,Kyzyl-Suu,KG,42.3414,78.0056,286.35,78,73,0.96,broken clouds
617,Wloclawek,PL,52.6482,19.0678,289.47,64,85,2.87,overcast clouds
618,Gaya,IN,24.7833,85.0,300.1,94,75,0.0,mist
619,Uglich,RU,57.5275,38.3317,289.93,81,5,1.12,clear sky
620,Lahij,YE,13.1667,44.5833,303.61,54,77,4.71,broken clouds
621,Zamora,EC,-4.0692,-78.9567,293.29,97,81,0.72,light rain
622,Prosec,CZ,49.8059,16.1162,290.4,72,90,1.43,overcast clouds
623,Khartoum,SD,15.5518,32.5324,302.6,69,48,3.66,scattered clouds
624,Leningradskiy,RU,69.3833,178.4167,280.47,71,72,3.85,broken clouds
625,Issia,CI,6.4922,-6.5856,294.35,99,86,1.33,overcast clouds
626,Castro Alves,BR,-12.7656,-39.4283,290.57,95,10,1.79,clear sky
627,Dekar,BW,-21.5333,21.9333,284.73,38,68,4.23,broken clouds
628,Lexington,US,37.9887,-84.4777,295.77,88,90,4.12,overcast clouds
629,Masuguru,TZ,-11.3667,38.4167,292.95,75,5,2.12,clear sky
630,Luanda,AO,-8.8368,13.2343,295.15,94,75,1.54,broken clouds
631,Kozhevnikovo,RU,56.2589,83.9714,288.85,86,93,2.81,overcast clouds
632,Alta Floresta,BR,-9.8756,-56.0861,300.41,33,21,1.54,few clouds
633,Aracruz,BR,-19.8203,-40.2733,293.71,89,12,0.77,few clouds
634,Lolodorf,CM,3.2333,10.7333,292.88,100,55,0.8,broken clouds
635,Santa Ana,US,33.7456,-117.8678,310.92,55,20,0.89,few clouds
636,Lethem,GY,3.3803,-59.7968,297.73,90,57,1.69,broken clouds
637,Kidal,ML,18.4411,1.4078,307.2,35,10,3.28,clear sky
638,Dalnerechensk,RU,45.9339,133.7225,291.12,64,100,3.4,overcast clouds
639,Barra Do Garcas,BR,-15.89,-52.2567,297.49,31,47,1.36,scattered clouds
640,College,US,64.8569,-147.8028,288.14,88,90,2.57,light rain
641,Verkhniy Landekh,RU,56.8389,42.5994,290.44,87,41,2.53,scattered clouds
642,Kodinsk,RU,58.6881,99.1844,291.2,67,11,0.98,few clouds
643,Sommerda,DE,51.15,11.1,288.29,81,14,2.12,few clouds
644,Ust-Tsilma,RU,65.441,52.1498,281.25,94,0,0.77,clear sky
645,Margate,GB,51.3813,1.3862,288.88,86,100,0.45,overcast clouds
646,Zilair,RU,52.2332,57.4392,288.45,59,97,2.55,overcast clouds
647,Krutikha,RU,53.9599,81.2093,289.98,98,98,0.81,moderate rain
648,Mendi,PG,-6.1761,143.6513,292.16,64,81,1.09,broken clouds
649,Madera,US,37.1666,-119.8343,313.15,17,0,0.45,clear sky
650,Santa Cruz De Las Flores,MX,20.4833,-103.5,300.24,76,60,1.64,broken clouds
651,Korla,CN,41.7597,86.1469,296.61,44,1,2.75,clear sky
652,Gladstone,AU,-23.85,151.25,290.11,88,75,5.14,broken clouds
653,Xinan,CN,26.72,119.8556,300.37,93,100,1.34,overcast clouds
654,Veraval,IN,20.9,70.3667,300.45,77,99,4.82,overcast clouds
655,Puquio,PE,-14.7,-74.1333,284.37,42,4,1.22,clear sky
656,Buenos Aires,AR,-34.6132,-58.3772,281.49,80,90,3.6,overcast clouds
657,Kushmurun,KZ,52.4503,64.6311,287.34,89,53,3.92,broken clouds
658,Kenora,CA,49.8167,-94.4337,297.81,64,75,2.57,smoke
659,San Quintin,MX,30.4833,-115.95,296.55,65,7,5.01,clear sky
660,Bunia,CD,1.5667,30.25,289.61,92,96,1.45,overcast clouds
661,Agirish,RU,61.9247,63.0231,283.21,93,89,3.52,overcast clouds
662,Tena,EC,-0.9833,-77.8167,300.57,98,89,0.96,light rain
663,Surt,LY,31.2089,16.5887,300.27,74,0,3.47,clear sky
664,Traralgon,AU,-38.1833,146.5333,286.99,57,1,1.23,clear sky
665,Sur,OM,22.5667,59.5289,303.29,62,69,3.14,broken clouds
666,Guerrero Negro,MX,27.9769,-114.0611,297.75,64,0,8.06,clear sky
667,Mocuba,MZ,-16.8392,36.9856,288.63,94,0,0.95,clear sky
668,Baruun-Urt,MN,46.6806,113.2792,288.54,75,8,3.8,clear sky
669,Olafsvik,IS,64.8945,-23.7142,286.73,81,99,4.27,overcast clouds
670,Makat,KZ,47.6469,53.3463,299.52,31,22,4.76,few clouds
